Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S147195741,Brown Pelican,Pelecanus occidentalis,7224,8,US-CA,Santa Cruz,L2374068,West Cliff Dr. at Columbia St.,36.9521952,-122.0336212,2023-08-13,11:30 AM,eBird - Traveling Count,18,1,.6,,1
S147195750,Brown Pelican,Pelecanus occidentalis,7224,15,US-CA,Santa Cruz,L636208,West Cliff Dr. at Woodrow Ave.,36.9529441,-122.0371413,2023-08-13,11:49 AM,eBird - Traveling Count,5,1,.33,,1
S147171907,Brown Pelican,Pelecanus occidentalis,7224,4,US-CA,Santa Cruz,L636208,West Cliff Dr. at Woodrow Ave.,36.9529441,-122.0371413,2023-08-13,11:55 AM,eBird - Traveling Count,18,1,.23,,1
S147204260,Brown Pelican,Pelecanus occidentalis,7224,59,US-CA,Santa Cruz,L636208,West Cliff Dr. at Woodrow Ave.,36.9529441,-122.0371413,2023-08-13,05:02 PM,eBird - Traveling Count,17,1,.354,,4
S118037252,Brown Pelican (California),Pelecanus occidentalis californicus,7226,1,US-CA,San Francisco,L20757790,"Auto selected 37.46832, -122.94370",37.468317,-122.943698,2022-09-02,11:33 AM,eBird Pelagic Protocol,60,1,9.783,,25
S118037251,Brown Pelican (California),Pelecanus occidentalis californicus,7226,7,US-CA,San Francisco,L20757740,"Auto selected 37.49538, -122.82773",37.495378,-122.827732,2022-09-02,10:32 AM,eBird Pelagic Protocol,60,1,11.987,,25
S118037255,Brown Pelican (California),Pelecanus occidentalis californicus,7226,8,US-CA,San Mateo,L20757902,"Auto selected 37.37589, -122.80877",37.375891,-122.808769,2022-09-02,02:46 PM,eBird Pelagic Protocol,60,1,15.426,,25
S118037256,Brown Pelican (California),Pelecanus occidentalis californicus,7226,9,US-CA,San Mateo,L12529585,"Auto selected 37.44150, -122.61105",37.441501,-122.61105,2022-09-02,03:47 PM,eBird Pelagic Protocol,28,1,6.942,,25
S118037248,Brown Pelican (California),Pelecanus occidentalis californicus,7226,40,US-CA,San Mateo,L20757696,"Auto selected 37.47894, -122.55188",37.478938,-122.551881,2022-09-02,08:21 AM,eBird Pelagic Protocol,60,1,10.942,,25
S118037249,Brown Pelican (California),Pelecanus occidentalis californicus,7226,13,US-CA,San Mateo,L20757709,"Auto selected 37.49460, -122.67150",37.4946,-122.671502,2022-09-02,09:21 AM,eBird Pelagic Protocol,60,1,11.936,,25
S118037246,Brown Pelican (California),Pelecanus occidentalis californicus,7226,450,US-CA,San Mateo,L1247080,Half Moon Bay--inshore bay,37.487663,-122.4694061,2022-09-02,07:19 AM,eBird - Traveling Count,24,1,4.25,,25,,Big line of pelicans feeding close to shore
S118037258,Brown Pelican (California),Pelecanus occidentalis californicus,7226,25,US-CA,San Mateo,L1247080,Half Moon Bay--inshore bay,37.487663,-122.4694061,2022-09-02,04:39 PM,eBird - Traveling Count,22,1,5.032,,25
S118037247,Brown Pelican (California),Pelecanus occidentalis californicus,7226,39,US-CA,San Mateo,L1329104,Pelagic--inshore to 5 mi offshore (San Mateo Co.),37.4584563,-122.5318075,2022-09-02,07:45 AM,eBird - Traveling Count,36,1,6.477,,25
S118037245,Brown Pelican (California),Pelecanus occidentalis californicus,7226,1600,US-CA,San Mateo,L242192,Pillar Point Harbor,37.5033407,-122.4819213,2022-09-02,06:30 AM,eBird - Traveling Count,48,1,2.012,,25
S118037259,Brown Pelican (California),Pelecanus occidentalis californicus,7226,2700,US-CA,San Mateo,L242192,Pillar Point Harbor,37.5033407,-122.4819213,2022-09-02,05:01 PM,eBird - Traveling Count,38,1,2.032,,25
S126260686,American Bittern,Botaurus lentiginosus,7249,2,US-FL,Orange,L452007,Orlando Wetlands Park,28.5700783,-80.9963373,2023-01-15,01:19 PM,eBird - Traveling Count,256,1,4.575,,3,,,"Tristan was awake so he could be added as an observer. Sergey ended off the day with ""let's go,"" but continued to search for Sedge Wren for another 15 minutes.",526914891
S126859629,American Bittern,Botaurus lentiginosus,7249,2,US-CA,Santa Clara,L607744,Los Capitancillos Ponds,37.238187,-121.8899632,2023-01-24,07:34 AM,eBird - Traveling Count,95,1,1.88,,1,,I spotted one across the pond in the open. I approached the pond take a better photo of the bird when I noticed a second bittern in the reeds directly in front of me. Photos attached,,527836521 527836531 527836551 527836561
S131974903,American Bittern,Botaurus lentiginosus,7249,1,US-CA,Santa Clara,L378943,Ogier Ponds,37.1791249,-121.6887975,2023-03-26,07:15 AM,eBird - Traveling Count,205,1,5.59,,1,,,,550909011
S126260686,Least Bittern,Ixobrychus exilis,7271,1,US-FL,Orange,L452007,Orlando Wetlands Park,28.5700783,-80.9963373,2023-01-15,01:19 PM,eBird - Traveling Count,256,1,4.575,,3,,,"Tristan was awake so he could be added as an observer. Sergey ended off the day with ""let's go,"" but continued to search for Sedge Wren for another 15 minutes.",526914951 526914961 526914971
S115835345,Least Bittern,Ixobrychus exilis,7271,0,US-CA,Santa Clara,L251282,Calero Reservoir,37.18776,-121.77645,2022-07-26,07:05 PM,eBird - Traveling Count,71,1,.805,,3,,"Went to look at 7PM to 8:15PM, the park closing time. We would’ve stayed longer, but when we went into the park the park ranger at the booth informed us that the park was closing at 8:15PM. We also had to pay $6 to enter. We also saw two other birders looking for the bird when we arrived. When we arrived they informed us they had been waiting for 30 minutes but hadn’t seen it. However, they were gone when we left. I’m curious if they saw it without us knowing."
S116225820,Least Bittern,Ixobrychus exilis,7271,2,US-CA,Santa Clara,L251282,Calero Reservoir,37.18776,-121.77645,2022-08-02,09:25 AM,eBird - Traveling Count,49,1,.5,,1,,First observation at 9:26 am seen flying past the reeds at the base of the dam. Second observation at 10:14 am when one perched in the same reeds and then flew off south to more reeds. Pictures are attached.,Finally saw Least Bittern after two unsuccessful attempts.,472075911 472075941
S130181502,Great Blue Heron,Ardea herodias,7291,1,US-CO,Adams,L167924,Rocky Mountain Arsenal NWR,39.8209707,-104.8680639,2023-03-04,01:23 PM,eBird - Traveling Count,75,1,18.43,,1,,,,542051491
S133990610,Great Blue Heron,Ardea herodias,7291,1,US-CA,Alameda,L216132,Coyote Hills Regional Park,37.553764,-122.0875025,2023-04-16,08:46 AM,eBird - Traveling Count,100,1,6.53,,1,,,,559344701
S125247495,Great Blue Heron,Ardea herodias,7291,1,US-CA,Alameda,L764558,Emeryville Marina,37.8393943,-122.3118854,2023-01-01,02:13 PM,eBird - Traveling Count,48,1,1.66,,2
S130249630,Great Blue Heron,Ardea herodias,7291,1,US-CO,Boulder,L1144317,University of Colorado campus--Confluence Ponds and Skunk Creek,40.0132195,-105.2448606,2023-03-05,11:12 AM,eBird - Traveling Count,33,1,.99,,1
S126170519,Great Blue Heron,Ardea herodias,7291,1,US-FL,Brevard,L283140,Jetty Park,28.4064535,-80.5924523,2023-01-14,07:24 AM,eBird - Traveling Count,226,1,2.414,,3,,,"Very windy and cold, 40 F at the start. Most warblers, vireo, and thrasher seen on the path parallel Jetty Park Rd at (28.4056074, -80.5928171). Dipped on the Swainson’s Warbler but saw the mockingbird! Nice to meet Chris - thanks for the help with finding many of the birds, including the buntings and thrasher."
S126170676,Great Blue Heron,Ardea herodias,7291,7,US-FL,Brevard,L127381,Merritt Island NWR--Black Point Wildlife Drive,28.6575241,-80.7545391,2023-01-14,12:46 PM,eBird - Traveling Count,156,1,11.355,,3
S130680689,Great Blue Heron,Ardea herodias,7291,1,US-TX,Cameron,L287881,Brownsville Landfill (LTC 041),25.9380025,-97.3939785,2023-03-11,09:29 AM,eBird - Traveling Count,55,1,3.,,2
S130714648,Great Blue Heron,Ardea herodias,7291,1,US-TX,Cameron,L283726,South Padre Is.--WBC/Conv. Center/Laguna Madre Trail (LTC 035),26.1400912,-97.1748233,2023-03-11,03:27 PM,eBird - Traveling Count,54,1,2.21,,2
S72014712,Great Blue Heron,Ardea herodias,7291,1,US-CA,Contra Costa,L507756,Pt. Isabel Regional Shoreline,37.9001201,-122.3251247,2020-06-26,09:50 AM,eBird - Traveling Count,70,1,3.219,,2
S140405788,Great Blue Heron,Ardea herodias,7291,2,US-MA,Hampshire,L7349102,"Fitzgerald Lake Conservation Area--Pines Edge Area, Boggy Meadow Trail",42.343536,-72.647348,2023-06-03,08:12 AM,eBird - Traveling Count,107,1,3.721,,3,ON Occupied Nest,,,585738251
S140198518,Great Blue Heron,Ardea herodias,7291,1,US-MA,Hampshire,L7966619,Oxbow Marina,42.2924025,-72.6370093,2023-06-02,07:13 AM,eBird - Casual Observation,,0,,,3
S130875937,Great Blue Heron,Ardea herodias,7291,1,US-TX,Hidalgo,L128890,Bentsen-Rio Grande Val. SP WBC (Mission) (LTC 069),26.1849709,-98.3793885,2023-03-13,10:58 AM,eBird - Traveling Count,102,1,4.98,,2
S130876184,Great Blue Heron,Ardea herodias,7291,2,US-TX,Hidalgo,L259855,Estero Llano Grande SP WBC (LTC 054),26.1268335,-97.9578167,2023-03-12,01:50 PM,eBird - Traveling Count,303,1,6.13,,2
S130876134,Great Blue Heron,Ardea herodias,7291,1,US-TX,Hidalgo,L129085,Santa Ana NWR (LTC 059),26.0813003,-98.1351399,2023-03-12,07:48 AM,eBird - Traveling Count,148,1,3.56,,2
S124339273,Great Blue Heron,Ardea herodias,7291,1,US-CA,Imperial,L385867,Salton Sea NWR--Unit 1 (no public access north of observation deck),33.0826963,-115.7097244,2022-12-20,04:31 PM,eBird - Traveling Count,20,0,.322,,4
S124344681,Great Blue Heron,Ardea herodias,7291,1,US-CA,Imperial,L465122,Sonny Bono Salton Sea NWR--Rock Hill Trail,33.1788315,-115.6226921,2022-12-20,12:02 PM,eBird - Traveling Count,65,1,1.287,,4
S124344738,Great Blue Heron,Ardea herodias,7291,1,US-CA,Imperial,L986378,Sonny Bono Salton Sea NWR--Vendel Rd.,33.0757606,-115.7096225,2022-12-20,03:35 PM,eBird - Traveling Count,55,1,4.828,,4
S112922584,Great Blue Heron,Ardea herodias,7291,1,US-WA,King,L19637106,"3323 Northeast 11th Place, Renton, Washington, US (47.502, -122.174)",47.5017445,-122.1739365,2022-06-14,06:22 AM,eBird - Traveling Count,30,1,1.75,,1
S113077792,Great Blue Heron,Ardea herodias,7291,1,US-WA,King,L128530,Discovery Park,47.663868,-122.4215317,2022-06-16,11:00 AM,eBird - Traveling Count,120,1,8.56,,1
S124382910,Great Blue Heron,Ardea herodias,7291,1,US-CA,Los Angeles,L198793,Del Rey Lagoon Park,33.9610802,-118.4507315,2022-12-19,08:29 AM,eBird - Traveling Count,23,1,.394,,4
S128219871,Great Blue Heron,Ardea herodias,7291,1,US-CA,Marin,L624621,Bolinas Lagoon,37.9197585,-122.6753139,2023-02-11,08:25 AM,eBird - Stationary Count,15,1,,,1
S117743433,Great Blue Heron,Ardea herodias,7291,1,US-CA,Marin,L218324,Pt. Reyes--Abbotts Lagoon,38.1190611,-122.9522467,2022-08-27,02:53 PM,eBird - Traveling Count,85,1,3.03,,2
S126373212,Great Blue Heron,Ardea herodias,7291,1,US-FL,Miami-Dade,L127422,Crandon Park,25.7089712,-80.1536322,2023-01-16,02:15 PM,eBird - Traveling Count,61,1,1.58,,3
S126373240,Great Blue Heron,Ardea herodias,7291,1,US-FL,Miami-Dade,L3188498,L31W Canal,25.3978115,-80.5725288,2023-01-17,06:40 AM,eBird - Traveling Count,148,1,2.21,,3
S130621193,Great Blue Heron,Ardea herodias,7291,3,US-TX,Nueces,L1344227,Charlie's Pasture South Boardwalk (off TX-361),27.81398,-97.080079,2023-03-10,05:18 PM,eBird - Traveling Count,27,1,1.32,,2
S130621071,Great Blue Heron,Ardea herodias,7291,1,US-TX,Nueces,L422541,Leonabelle Turnbull Birding Ctr. (CTC 057),27.8275297,-97.0789558,2023-03-10,06:00 PM,eBird - Traveling Count,45,1,.5,,2
S123081230,Great Blue Heron,Ardea herodias,7291,1,US-CA,Orange,L109339,"IRWD San Joaquin Marsh & Wildlife Sanctuary, Irvine",33.6637274,-117.8426814,2022-11-24,01:53 PM,eBird - Traveling Count,146,1,3.,,1
S126260686,Great Blue Heron,Ardea herodias,7291,8,US-FL,Orange,L452007,Orlando Wetlands Park,28.5700783,-80.9963373,2023-01-15,01:19 PM,eBird - Traveling Count,256,1,4.575,,3,,,"Tristan was awake so he could be added as an observer. Sergey ended off the day with ""let's go,"" but continued to search for Sedge Wren for another 15 minutes."
S126260641,Great Blue Heron,Ardea herodias,7291,1,US-FL,Osceola,L269357,Joe Overstreet Rd. and Landing,27.9426789,-81.2050366,2023-01-15,09:32 AM,eBird - Traveling Count,150,1,10.435,,3,,,Tristan was awake so he could be added as an observer. Sergey could barely be pulled away at the end from what he thought was a Marsh Wren.
S112421624,Great Blue Heron,Ardea herodias,7291,1,US-CA,San Diego,L638321,Kit Carson Park--Sand Lake,33.0787521,-117.0617616,2022-06-07,05:30 PM,eBird - Traveling Count,65,1,2.45,,1,,,,457575711
S112107744,Great Blue Heron,Ardea herodias,7291,15,US-CA,San Diego,L506275,San Diego River mudflats & Robb Field,32.7567009,-117.2392788,2022-06-04,06:02 AM,eBird - Traveling Count,121,1,5.58,,1
S124396228,Great Blue Heron,Ardea herodias,7291,15,US-CA,San Diego,L506275,San Diego River mudflats & Robb Field,32.7567009,-117.2392788,2022-12-21,03:59 PM,eBird - Traveling Count,55,1,.805,,4
S123081235,Great Blue Heron,Ardea herodias,7291,2,US-CA,San Diego,L908180,San Elijo Lagoon--Rios Ave. entrance,33.003562,-117.2724545,2022-11-25,07:29 AM,eBird - Traveling Count,120,1,2.27,,1
S123081239,Great Blue Heron,Ardea herodias,7291,1,US-CA,San Diego,L3188396,San Elijo Lagoon--east of Rios Ave.,33.0056617,-117.2655827,2022-11-25,10:14 AM,eBird - Traveling Count,15,1,1.09,,1
S111925427,Great Blue Heron,Ardea herodias,7291,1,US-CA,San Diego,L1418629,Torrey Pines SB--north end,32.9288845,-117.259913,2022-06-01,05:22 PM,eBird - Traveling Count,164,1,8.7,,1
S117238990,Great Blue Heron,Ardea herodias,7291,1,US-CA,San Francisco,L389606,Fort Mason,37.8051812,-122.4285507,2022-08-19,04:35 PM,eBird - Traveling Count,90,1,2.,,1,,flying by
S126649172,Great Blue Heron,Ardea herodias,7291,2,US-CA,San Francisco,L502380,Heron's Head Park,37.7381243,-122.3725462,2023-01-21,10:00 AM,eBird - Traveling Count,180,1,1.55,,1,,,,526808741
S126678678,Great Blue Heron,Ardea herodias,7291,1,US-CA,San Francisco,L502380,Heron's Head Park,37.7381243,-122.3725462,2023-01-21,04:20 PM,eBird - Traveling Count,30,1,1.14,,1
S133880273,Great Blue Heron,Ardea herodias,7291,1,US-CA,San Francisco,L502385,Presidio--Crissy Field Wildlife Protection Area and Coast Guard Pier,37.8055369,-122.4652389,2023-04-15,01:25 PM,eBird - Traveling Count,31,1,.9,,1,,,,558907571
S124226071,Great Blue Heron,Ardea herodias,7291,1,US-CA,San Mateo,L997003,"Coyote Point County Park--yacht club, harbor and freshwater marsh",37.5886459,-122.3152274,2022-12-18,01:30 PM,eBird - Traveling Count,150,1,1.609,,4
S116880393,Great Blue Heron,Ardea herodias,7291,4,US-CA,San Mateo,L242192,Pillar Point Harbor,37.5033407,-122.4819213,2022-08-13,03:50 PM,eBird - Stationary Count,70,1,,,3,FL Recently Fledged Young,Young were squabbling and creating a cacophony that attracted a lot of attention from people passing by.
S126051411,Great Blue Heron,Ardea herodias,7291,1,US-CA,San Mateo,L2135148,San Francisco International Airport,37.6242932,-122.3775673,2023-01-13,08:10 AM,eBird - Traveling Count,5,1,2.,,3,,on the runway
S143963429,Great Blue Heron,Ardea herodias,7291,1,US-CA,Santa Clara,L24457509,"682 Johanna Avenue, Sunnyvale, California, US",37.3910983,-122.0119351,2023-07-08,05:18 PM,eBird - Stationary Count,6,1,,,1
S145550426,Great Blue Heron,Ardea herodias,7291,1,US-CA,Santa Clara,L24457509,"682 Johanna Avenue, Sunnyvale, California, US",37.3910983,-122.0119351,2023-07-24,07:07 PM,eBird - Traveling Count,7,1,1.,,1,,,Bike ride from home to the gym
S115272577,Great Blue Heron,Ardea herodias,7291,1,US-CA,Santa Clara,L280388,Almaden Lake Park,37.2415899,-121.8727098,2022-07-17,09:18 AM,eBird - Traveling Count,106,1,1.89,,2
S118712337,Great Blue Heron,Ardea herodias,7291,1,US-CA,Santa Clara,L694948,Alviso Slough,37.4264055,-121.9790393,2022-09-13,07:12 PM,eBird - Traveling Count,20,1,1.,,1
S117073974,Great Blue Heron,Ardea herodias,7291,2,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2022-08-16,05:55 PM,eBird - Traveling Count,102,1,1.89,,1
S121478898,Great Blue Heron,Ardea herodias,7291,2,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2022-10-28,02:31 PM,eBird - Traveling Count,104,1,3.64,,1,,,,498567661
S124654594,Great Blue Heron,Ardea herodias,7291,1,US-CA,Santa Clara,L5184520,Coyote Creek Parkway--Bailey Rd. to Ogier Ponds,37.186358,-121.702917,2022-12-26,11:10 AM,eBird - Traveling Count,93,1,3.211,,3
S124654548,Great Blue Heron,Ardea herodias,7291,1,US-CA,Santa Clara,L3435985,Coyote Creek Parkway--Coyote Ranch vicinity,37.2202135,-121.741519,2022-12-26,08:19 AM,eBird - Traveling Count,171,1,3.621,,3,,,,516973941
S132302707,Great Blue Heron,Ardea herodias,7291,8,US-CA,Santa Clara,L3334996,Coyote Creek Trail--Sycamore Dr. access,37.4060709,-121.920712,2023-03-31,06:57 AM,eBird - Traveling Count,98,1,2.52,,2,,,,551773091 551773101
S121214101,Great Blue Heron,Ardea herodias,7291,1,US-CA,Santa Clara,L2597366,Coyote Valley--Laguna Ave.,37.1871074,-121.7367554,2022-10-23,01:09 PM,eBird - Traveling Count,52,1,3.91,,2,,,,496902491
S122390133,Great Blue Heron,Ardea herodias,7291,1,US-CA,Santa Clara,L2597366,Coyote Valley--Laguna Ave.,37.1871074,-121.7367554,2022-11-11,01:29 PM,eBird - Traveling Count,52,1,1.7,,2
S146661996,Great Blue Heron,Ardea herodias,7291,1,US-CA,Santa Clara,L1764908,Don Edwards NWR--entrance road (Grand Blvd.) between tracks and gate,37.4334652,-121.9614815,2023-08-06,06:57 AM,eBird - Traveling Count,24,1,.63,,2
S129642930,Great Blue Heron,Ardea herodias,7291,1,US-CA,Santa Clara,L2698912,Ed Levin CP--Sandy Wool-Elm areas,37.4559362,-121.8632054,2023-02-25,10:47 AM,eBird - Traveling Count,12,1,.27,,1
S123576216,Great Blue Heron,Ardea herodias,7291,1,US-CA,Santa Clara,L8186190,Guadalupe River Trail--Trimble Rd. to Montague Expwy,37.389385,-121.937727,2022-12-06,01:45 PM,eBird - Traveling Count,145,1,4.,,1
S123614482,Great Blue Heron,Ardea herodias,7291,1,US-CA,Santa Clara,L678891,Guadalupe River Trail--north San Jose,37.4011703,-121.944927,2022-12-07,02:00 PM,eBird - Traveling Count,113,1,2.4,,1,,,,511064301 511064311
S122390098,Great Blue Heron,Ardea herodias,7291,1,US-CA,Santa Clara,L470022,Hellyer County Park,37.2810873,-121.8110847,2022-11-11,10:22 AM,eBird - Traveling Count,147,1,5.71,,2,,,,503484771 503484781 503484791 503484801 503484811 503484821
S124667687,Great Blue Heron,Ardea herodias,7291,2,US-CA,Santa Clara,L470022,Hellyer County Park,37.2810873,-121.8110847,2022-12-26,01:55 PM,eBird - Traveling Count,121,1,3.537,,3
S129742093,Great Blue Heron,Ardea herodias,7291,1,US-CA,Santa Clara,L470022,Hellyer County Park,37.2810873,-121.8110847,2023-02-26,08:19 AM,eBird - Traveling Count,126,1,2.448,,10,,,"SCVAS field trip led by Vivek Tiwari and co-lead by Sergey Pavlov. For info on future trips, visit https://scvas.org/fieldtrips."
S139511838,Great Blue Heron,Ardea herodias,7291,1,US-CA,Santa Clara,L470022,Hellyer County Park,37.2810873,-121.8110847,2023-05-27,08:09 AM,eBird - Stationary Count,102,1,,,1,,,Drove around the park to bird south of where Coyote Creek prevents crossing,578619471
S147823820,Great Blue Heron,Ardea herodias,7291,1,US-CA,Santa Clara,L470022,Hellyer County Park,37.2810873,-121.8110847,2023-08-21,05:13 PM,eBird - Traveling Count,98,1,2.1,,2
S124871955,Great Blue Heron,Ardea herodias,7291,1,US-CA,Santa Clara,L279253,Lake Cunningham,37.3354711,-121.8062038,2022-12-29,08:32 AM,eBird - Traveling Count,103,1,3.46,,2
S122390216,Great Blue Heron,Ardea herodias,7291,1,US-CA,Santa Clara,L607744,Los Capitancillos Ponds,37.238187,-121.8899632,2022-11-11,03:57 PM,eBird - Traveling Count,70,1,2.88,,1
S126859629,Great Blue Heron,Ardea herodias,7291,1,US-CA,Santa Clara,L607744,Los Capitancillos Ponds,37.238187,-121.8899632,2023-01-24,07:34 AM,eBird - Traveling Count,95,1,1.88,,1,,,,527836661
S132055673,Great Blue Heron,Ardea herodias,7291,1,US-CA,Santa Clara,L4977180,Los Gatos Creek Trail--Lonus St.,37.3169219,-121.9025266,2023-03-27,07:04 AM,eBird - Traveling Count,79,1,1.25,,2
S131974903,Great Blue Heron,Ardea herodias,7291,2,US-CA,Santa Clara,L378943,Ogier Ponds,37.1791249,-121.6887975,2023-03-26,07:15 AM,eBird - Traveling Count,205,1,5.59,,1
S122757429,Great Blue Heron,Ardea herodias,7291,3,US-CA,Santa Clara,L1361038,Salt Pond A10,37.4499086,-122.008844,2022-11-18,02:32 PM,eBird - Traveling Count,42,1,3.08,,1
S122757430,Great Blue Heron,Ardea herodias,7291,1,US-CA,Santa Clara,L951032,Salt Pond A11,37.4450373,-121.9963245,2022-11-18,01:52 PM,eBird - Traveling Count,38,1,1.5,,1
S122891181,Great Blue Heron,Ardea herodias,7291,1,US-CA,Santa Clara,L951032,Salt Pond A11,37.4450373,-121.9963245,2022-11-23,09:31 AM,eBird - Traveling Count,20,1,.2,,1
S129483441,Great Blue Heron,Ardea herodias,7291,1,US-CA,Santa Clara,L951032,Salt Pond A11,37.4450373,-121.9963245,2023-02-23,05:15 PM,eBird - Traveling Count,25,1,6.,,1,,,The bike ride back from A9
S146945047,Great Blue Heron,Ardea herodias,7291,2,US-CA,Santa Clara,L951032,Salt Pond A11,37.4450373,-121.9963245,2023-08-08,04:16 PM,eBird - Traveling Count,14,1,1.,,2
S116929547,Great Blue Heron,Ardea herodias,7291,1,US-CA,Santa Clara,L776555,Salt Pond A12,37.4337723,-121.9832611,2022-08-14,09:23 AM,eBird - Traveling Count,45,1,2.31,,4
S122757424,Great Blue Heron,Ardea herodias,7291,2,US-CA,Santa Clara,L2353789,Salt Pond A9,37.458236,-122.009367,2022-11-18,03:19 PM,eBird - Traveling Count,92,1,2.61,,1
S145109760,Great Blue Heron,Ardea herodias,7291,1,US-CA,Santa Clara,L2353789,Salt Pond A9,37.458236,-122.009367,2023-07-14,07:36 PM,eBird - Traveling Count,45,1,1.5,,1
S146662097,Great Blue Heron,Ardea herodias,7291,1,US-CA,Santa Clara,L2353789,Salt Pond A9,37.458236,-122.009367,2023-08-06,08:53 AM,eBird - Traveling Count,48,1,3.76,,2
S146945129,Great Blue Heron,Ardea herodias,7291,2,US-CA,Santa Clara,L2353789,Salt Pond A9,37.458236,-122.009367,2023-08-08,04:33 PM,eBird - Traveling Count,66,1,2.8,,2
S116846496,Great Blue Heron,Ardea herodias,7291,2,US-CA,Santa Clara,L594012,Shoreline Park--Shoreline Lake area,37.432341,-122.0918369,2022-08-13,07:50 AM,eBird - Traveling Count,15,1,.483,,3
S124654454,Great Blue Heron,Ardea herodias,7291,1,US-CA,Santa Clara,L594012,Shoreline Park--Shoreline Lake area,37.432341,-122.0918369,2022-12-25,03:21 PM,eBird - Traveling Count,26,1,.86,,1,,,,516971581 516971591 516971601
S146713327,Great Blue Heron,Ardea herodias,7291,1,US-CA,Santa Clara,L594010,Spreckles Ave. Pond (State at Spreckles),37.43323,-121.966232,2023-08-06,07:28 AM,eBird - Traveling Count,29,1,.795,,1
S118282503,Great Blue Heron,Ardea herodias,7291,1,US-CA,Santa Clara,L279204,Sunnyvale WPCP (please use a more specific hotspot where possible),37.4198391,-122.0144261,2022-09-07,07:40 AM,eBird - Traveling Count,115,1,2.414,,2
S119138925,Great Blue Heron,Ardea herodias,7291,2,US-CA,Santa Clara,L279204,Sunnyvale WPCP (please use a more specific hotspot where possible),37.4198391,-122.0144261,2022-09-20,05:43 PM,eBird - Traveling Count,91,1,3.9,,2
S122000136,Great Blue Heron,Ardea herodias,7291,1,US-CA,Santa Clara,L279204,Sunnyvale WPCP (please use a more specific hotspot where possible),37.4198391,-122.0144261,2022-11-06,10:30 AM,eBird - Traveling Count,30,1,1.,,2
S147074718,Great Blue Heron,Ardea herodias,7291,1,US-CA,Santa Clara,L279204,Sunnyvale WPCP (please use a more specific hotspot where possible),37.4198391,-122.0144261,2023-08-12,08:39 AM,eBird - Traveling Count,42,1,1.17,,4,,,,602920021
S141589482,Great Blue Heron,Ardea herodias,7291,1,US-CA,Santa Clara,L776809,Sunnyvale WPCP--East Pond,37.4286605,-122.0139885,2023-06-13,05:26 PM,eBird - Traveling Count,87,1,3.06,,1
S118843086,Great Blue Heron,Ardea herodias,7291,1,US-CA,Santa Clara,L1305605,Sunnyvale WPCP--Landfill,37.4199078,-122.0202327,2022-09-15,05:44 PM,eBird - Traveling Count,13,1,.5,,1
S122000187,Great Blue Heron,Ardea herodias,7291,1,US-CA,Santa Clara,L1305605,Sunnyvale WPCP--Landfill,37.4199078,-122.0202327,2022-11-06,07:06 AM,eBird - Traveling Count,142,1,3.2,,2
S123359567,Great Blue Heron,Ardea herodias,7291,1,US-CA,Santa Clara,L776813,Sunnyvale WPCP--Pond A4,37.4219806,-122.007637,2022-12-02,01:38 PM,eBird - Traveling Count,39,1,1.86,,1
S119065961,Great Blue Heron,Ardea herodias,7291,2,US-CA,Santa Clara,L20944098,The Notch (Alviso),37.42325,-121.980297,2022-09-19,05:59 PM,eBird - Traveling Count,81,1,.805,,2
S124850722,Great Blue Heron,Ardea herodias,7291,1,US-CA,Santa Clara,L1071807,Thompson Creek Trail (SCL Co.),37.3282802,-121.8098187,2022-12-29,08:10 AM,eBird - Stationary Count,15,1,,,2,,,Parking lot and edge of trail
S117354465,Great Blue Heron,Ardea herodias,7291,1,US-CA,Santa Clara,L210223,Vasona Lake County Park,37.2385116,-121.9709873,2022-08-21,07:19 AM,eBird - Traveling Count,121,1,3.31,,1
S145749343,Great Blue Heron,Ardea herodias,7291,1,US-AZ,Santa Cruz,L234314,De Anza Trail--Tubac,31.6128313,-111.040829,2023-07-23,05:30 AM,eBird - Traveling Count,115,1,2.29,,2,,,,597887051
S145749480,Great Blue Heron,Ardea herodias,7291,2,US-AZ,Santa Cruz,L4130933,Patagonia Lake--Sonoita Creek,31.5003727,-110.8425182,2023-07-23,09:26 AM,eBird - Traveling Count,192,1,5.436,,2,,One on the lake and one flying over the creek
S132719869,Great Blue Heron,Ardea herodias,7291,1,US-NY,Saratoga,L3786091,Round Lake Preserve (Saratoga Co.),42.9274492,-73.771002,2023-04-04,05:18 PM,eBird - Traveling Count,56,1,6.72,,2
S134972496,Great Blue Heron,Ardea herodias,7291,1,US-NY,Saratoga,L208678,Vischer Ferry Nature & Historic Preserve,42.7860031,-73.8023715,2023-04-25,07:06 AM,eBird - Traveling Count,121,1,3.11,,1,,Flying in to the east side of the area.
S140168147,Great Blue Heron,Ardea herodias,7291,2,US-NY,Saratoga,L208678,Vischer Ferry Nature & Historic Preserve,42.7860031,-73.8023715,2023-05-31,05:03 PM,eBird - Traveling Count,110,1,1.99,,1,,,,584575651 584575661 584575671
